id,category,product_class,product_sub_class,cost,margin,UPC_code,sku,date_marked_clearance,description,age,inventory_location,msrp,promotional_price,model_number,color,created_at,updated_at
333,Accessories,Surge Protectors,"21"" - 30""",4734,16,2147483647,6550,10/25/1970,test 333,11,US,3521,8226,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
334,Televisions,Digital,In-Wall Speakers,9049,15,2147483647,2109,1/5/1924,test 334,8,US,4976,6428,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
335,Accessories,Speakers,"21"" - 30""",9004,15,1917637547,694,5/19/1953,test 335,6,US,421,4269,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
336,Cameras,Speakers,Power speakers,8212,16,2147483647,4990,4/11/1958,test 336,26,US,9864,7666,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
337,Cameras,Surge Protectors,"31""- 40""",9946,15,2147483647,412,10/15/1950,test 337,31,US,9761,965,763767788,black,7/16/2009 9:23,7/16/2009 9:23
338,Home Audio,Speakers,"41"" and above",9585,16,2147483647,3684,10/22/1932,test 338,2,US,349,6410,378884095,yellow,7/16/2009 9:23,7/16/2009 9:23
339,Home Audio,LCD,"31""- 40""",4479,15,2147483647,4807,8/7/1931,test 339,47,US,1825,9419,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
340,Home Audio,LCD,"31""- 40""",6544,16,197067374,7423,10/21/1964,test 340,15,US,3080,7753,1743178276,black,7/16/2009 9:23,7/16/2009 9:23
341,Accessories,Speakers,In-Wall Speakers,2771,16,2147483647,7772,9/1/1929,test 341,27,US,6224,1151,85469822,white,7/16/2009 9:23,7/16/2009 9:23
342,Home Audio,Speakers,"31""- 40""",7673,16,923838318,8655,5/16/1964,test 342,25,US,3510,4384,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
343,Home Audio,LCD,"21"" - 30""",56,15,2147483647,5927,6/20/1954,test 343,30,US,5446,5769,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
344,Home Audio,LCD,"21"" - 30""",1012,15,2065439147,8861,6/16/1976,test 344,20,US,1442,4540,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
345,Cameras,Digital,"21"" - 30""",5427,15,2147483647,2976,2/2/1990,test 345,15,US,857,3001,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
346,Home Audio,Digital,Power speakers,2558,16,2147483647,6850,5/20/2005,test 346,35,US,495,9863,958661254,yellow,7/16/2009 9:23,7/16/2009 9:23
347,Home Audio,LCD,"31""- 40""",6900,16,2147483647,1317,7/19/1994,test 347,33,US,811,6421,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
348,Televisions,Speakers,Power speakers,3823,16,2147483647,3362,2/1/1999,test 348,38,US,3467,540,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
349,Home Audio,LCD,"21"" - 30""",791,15,1907007399,2238,4/9/1939,test 349,4,US,4304,9617,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
350,Accessories,Digital,"41"" and above",8591,16,2147483647,8941,11/11/1998,test 350,24,US,4306,3158,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
351,Accessories,LCD,"21"" - 30""",7489,15,2147483647,4644,5/15/1952,test 351,48,US,4550,4284,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
352,Televisions,Digital,"21"" - 30""",4552,15,2147483647,5615,5/18/1954,test 352,25,US,6726,2720,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
353,Home Audio,Digital,"31""- 40""",5939,16,1853847045,3458,9/1/1929,test 353,35,US,4836,2060,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
354,Televisions,Surge Protectors,"21"" - 30""",7705,15,2147483647,759,3/8/1936,test 354,4,US,7285,7861,1364496370,black,7/16/2009 9:23,7/16/2009 9:23
355,Accessories,Surge Protectors,In-Wall Speakers,6833,16,2147483647,7441,4/10/1954,test 355,6,US,5586,6264,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
356,Televisions,Surge Protectors,Power speakers,3559,16,2147483647,1499,1/2/1925,test 356,45,US,3008,3382,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
357,Televisions,Digital,"31""- 40""",9430,16,2147483647,4336,5/12/1953,test 357,42,US,4184,135,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
358,Home Audio,Digital,Power speakers,1494,16,1368127059,2308,8/16/1941,test 358,21,US,8067,4138,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
359,Cameras,LCD,"31""- 40""",5589,15,799584460,9715,4/24/1940,test 359,16,US,3050,4607,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
360,Accessories,Speakers,In-Wall Speakers,9103,15,2147483647,6767,1/21/1922,test 360,2,US,2042,2970,728678622,black,7/16/2009 9:23,7/16/2009 9:23
361,Cameras,LCD,In-Wall Speakers,9159,16,425950547,1901,6/18/1999,test 361,35,US,6944,931,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
362,Cameras,Digital,"31""- 40""",4219,16,2147483647,9506,1/4/1933,test 362,45,US,5455,51,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
363,Accessories,Speakers,Power speakers,5667,16,2147483647,7081,7/13/1934,test 363,27,US,5171,7233,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
364,Home Audio,Surge Protectors,"31""- 40""",8017,15,2147483647,9529,10/5/1938,test 364,11,US,3205,1013,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
365,Televisions,Surge Protectors,Power speakers,2206,15,2147483647,7071,5/4/1916,test 365,5,US,8397,253,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
366,Televisions,Digital,In-Wall Speakers,6761,16,426530630,8458,2/10/1927,test 366,21,US,3144,1688,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
367,Cameras,LCD,Power speakers,4902,15,464394821,2195,11/27/1930,test 367,42,US,2448,8857,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
368,Home Audio,Speakers,"31""- 40""",3460,16,2147483647,946,7/18/1911,test 368,42,US,6441,7340,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
369,Cameras,Speakers,In-Wall Speakers,5474,16,2147483647,5685,11/12/1968,test 369,46,US,2462,5970,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
370,Accessories,LCD,"31""- 40""",238,15,2147483647,6437,2/1/1915,test 370,37,US,1742,6461,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
371,Cameras,LCD,Power speakers,2902,15,2147483647,3753,3/19/1984,test 371,13,US,4494,3453,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
372,Home Audio,Speakers,"31""- 40""",6434,15,2147483647,6379,5/22/1943,test 372,31,US,427,5775,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
373,Televisions,Surge Protectors,"41"" and above",2600,15,2147483647,8032,4/15/1963,test 373,15,US,3684,5480,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
374,Home Audio,Digital,"31""- 40""",2405,16,2147483647,3969,6/17/1976,test 374,26,US,5074,8995,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
375,Home Audio,LCD,Power speakers,5675,15,2147483647,1756,3/11/1975,test 375,14,US,6845,2927,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
376,Accessories,Digital,"31""- 40""",3938,16,1197961844,9862,7/5/1969,test 376,24,US,3854,2066,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
377,Cameras,LCD,"21"" - 30""",4489,15,2147483647,4771,1/17/1911,test 377,26,US,8739,3945,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
378,Televisions,LCD,"41"" and above",1038,15,2147483647,7644,8/15/1984,test 378,33,US,4616,345,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
379,Accessories,Speakers,Power speakers,9771,16,1965743332,1481,1/17/1991,test 379,32,US,8099,3133,155071979,red,7/16/2009 9:23,7/16/2009 9:23
380,Home Audio,Surge Protectors,"31""- 40""",4556,16,2147483647,8165,3/3/1953,test 380,32,US,5326,1191,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
381,Accessories,Digital,Power speakers,1157,16,2147483647,3441,6/14/1916,test 381,40,US,7281,6467,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
382,Home Audio,Surge Protectors,"31""- 40""",5914,15,2147483647,9757,9/24/1968,test 382,45,US,6016,6365,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
383,Televisions,Speakers,In-Wall Speakers,593,15,2147483647,1485,5/25/2000,test 383,15,US,7900,6656,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
384,Televisions,Surge Protectors,In-Wall Speakers,2665,15,2147483647,693,1/8/1927,test 384,31,US,569,9103,539682981,blue,7/16/2009 9:23,7/16/2009 9:23
385,Cameras,Surge Protectors,"21"" - 30""",7021,15,1001428052,6119,6/26/1979,test 385,21,US,8762,4434,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
386,Home Audio,LCD,Power speakers,1172,16,1955501402,6945,3/27/1984,test 386,32,US,6899,294,1853564073,yellow,7/16/2009 9:23,7/16/2009 9:23
387,Accessories,Surge Protectors,"31""- 40""",1105,15,521526938,1320,7/1/1972,test 387,50,US,6588,8835,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
388,Televisions,Speakers,Power speakers,5939,15,2147483647,1076,5/2/1998,test 388,23,US,6681,3906,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
389,Accessories,LCD,"41"" and above",2366,15,2147483647,158,5/6/1919,test 389,27,US,925,3818,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
390,Televisions,LCD,In-Wall Speakers,5680,16,2147483647,2383,10/22/1941,test 390,2,US,6926,3373,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
391,Televisions,Digital,Power speakers,9092,15,2147483647,5414,6/24/1959,test 391,30,US,4611,5417,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
392,Cameras,Digital,Power speakers,5570,16,2147483647,51,10/5/1920,test 392,27,US,5614,8476,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
393,Home Audio,Surge Protectors,Power speakers,8942,16,2147483647,7685,6/15/1924,test 393,12,US,6541,9128,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
394,Televisions,Digital,"41"" and above",3006,16,2147483647,1606,4/24/1942,test 394,13,US,781,4067,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
395,Cameras,Surge Protectors,"21"" - 30""",1845,15,1626649496,4281,3/20/1933,test 395,10,US,5902,7413,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
396,Home Audio,LCD,"41"" and above",4093,16,2147483647,4934,5/26/1922,test 396,19,US,8375,2890,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
397,Accessories,Surge Protectors,Power speakers,2794,15,2147483647,8862,3/21/1921,test 397,18,US,4689,9643,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
398,Accessories,LCD,In-Wall Speakers,7140,15,2147483647,1396,3/22/2007,test 398,31,US,4911,5609,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
399,Home Audio,LCD,"21"" - 30""",2982,16,2147483647,1186,2/9/1939,test 399,26,US,8409,3696,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
400,Home Audio,Digital,"41"" and above",6236,15,623877130,7138,4/2/1934,test 400,26,US,1646,6235,1412088094,green,7/16/2009 9:23,7/16/2009 9:23
401,Accessories,Speakers,"21"" - 30""",9101,16,2147483647,2268,9/11/1990,test 401,11,US,5577,4577,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
402,Accessories,LCD,"21"" - 30""",5163,16,2147483647,2854,6/20/1934,test 402,27,US,6691,5314,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
403,Televisions,Digital,"21"" - 30""",5806,16,2147483647,1581,6/4/1935,test 403,22,US,4500,4194,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
404,Televisions,Surge Protectors,"31""- 40""",1180,15,1242941539,900,11/3/1932,test 404,9,US,6864,374,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
405,Cameras,Speakers,"41"" and above",458,15,2147483647,9547,2/8/1972,test 405,7,US,7773,9273,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
406,Home Audio,Digital,"41"" and above",1003,15,2147483647,1610,3/14/1922,test 406,16,US,1502,7678,1489082448,white,7/16/2009 9:23,7/16/2009 9:23
407,Home Audio,Surge Protectors,"41"" and above",6455,16,2147483647,1060,5/6/1962,test 407,21,US,6958,2282,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
408,Cameras,LCD,"31""- 40""",2584,15,2147483647,7735,9/5/1989,test 408,44,US,6884,2840,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
409,Cameras,Speakers,In-Wall Speakers,8718,15,2147483647,1499,7/12/1944,test 409,25,US,8526,7066,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
410,Cameras,Surge Protectors,"21"" - 30""",5694,15,2147483647,3104,10/22/1986,test 410,12,US,2918,7715,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
411,Cameras,Speakers,"31""- 40""",325,16,2147483647,2252,1/4/1917,test 411,14,US,5175,6920,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
412,Home Audio,Digital,Power speakers,6706,15,2147483647,610,7/4/1955,test 412,21,US,9799,7825,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
413,Home Audio,LCD,"41"" and above",680,16,55567993,8591,2/13/1984,test 413,37,US,1056,1513,1651439911,blue,7/16/2009 9:23,7/16/2009 9:23
414,Home Audio,Surge Protectors,"31""- 40""",4427,15,2147483647,905,9/16/1940,test 414,14,US,761,1807,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
415,Televisions,LCD,In-Wall Speakers,4834,15,2086466515,4989,10/17/1965,test 415,23,US,627,4382,1414624765,green,7/16/2009 9:23,7/16/2009 9:23
416,Accessories,Speakers,"31""- 40""",7237,15,2147483647,1248,8/26/1960,test 416,15,US,6220,9378,1193136417,white,7/16/2009 9:23,7/16/2009 9:23
417,Accessories,LCD,"31""- 40""",4483,16,2147483647,3847,10/18/1994,test 417,3,US,5130,8442,1668436808,black,7/16/2009 9:23,7/16/2009 9:23
418,Home Audio,Surge Protectors,Power speakers,9566,15,2147483647,7037,4/2/1987,test 418,43,US,7642,6575,1136948085,black,7/16/2009 9:23,7/16/2009 9:23
419,Home Audio,LCD,Power speakers,7836,16,2147483647,4547,5/16/1999,test 419,16,US,6755,2876,1804353897,yellow,7/16/2009 9:23,7/16/2009 9:23
420,Cameras,Speakers,"21"" - 30""",9650,15,2147483647,9989,3/8/1966,test 420,45,US,8629,8871,1332159210,green,7/16/2009 9:23,7/16/2009 9:23
421,Accessories,LCD,"21"" - 30""",2136,15,2147483647,8622,9/5/1986,test 421,37,US,9311,7581,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
422,Home Audio,Surge Protectors,"31""- 40""",2172,15,2147483647,3861,9/18/1923,test 422,5,US,2148,9285,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
423,Accessories,Speakers,"21"" - 30""",761,16,2147483647,3509,3/10/1975,test 423,28,US,6725,1399,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
424,Cameras,Digital,In-Wall Speakers,5685,16,1586777903,9815,10/24/1968,test 424,22,US,8520,6846,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
425,Televisions,Surge Protectors,"41"" and above",546,16,2147483647,7184,7/2/1919,test 425,45,US,2695,3745,860411174,blue,7/16/2009 9:23,7/16/2009 9:23
426,Home Audio,Surge Protectors,"41"" and above",6305,15,2147483647,7124,4/4/1972,test 426,11,US,2454,7025,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
427,Televisions,Digital,"41"" and above",4235,16,2147483647,454,2/16/1978,test 427,12,US,1227,4604,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
428,Home Audio,LCD,"41"" and above",1388,16,1271398024,6420,5/18/1971,test 428,4,US,1579,8762,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
429,Televisions,Surge Protectors,"41"" and above",4763,15,2147483647,737,5/25/1921,test 429,8,US,2451,5835,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
430,Cameras,Digital,In-Wall Speakers,3494,16,2147483647,2904,1/9/1928,test 430,10,US,6622,8570,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
431,Televisions,Speakers,Power speakers,526,15,2147483647,9292,7/21/1981,test 431,32,US,5695,4071,235964762,blue,7/16/2009 9:23,7/16/2009 9:23
432,Accessories,LCD,"41"" and above",6103,16,2147483647,1530,11/18/1912,test 432,50,US,8723,1901,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
433,Televisions,Speakers,In-Wall Speakers,397,15,2147483647,1604,5/1/1999,test 433,11,US,3275,6213,415235326,blue,7/16/2009 9:23,7/16/2009 9:23
434,Cameras,LCD,In-Wall Speakers,1579,16,1209617648,5928,9/8/1964,test 434,17,US,4177,6251,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
435,Accessories,LCD,"41"" and above",9517,15,2147483647,6480,11/14/1975,test 435,48,US,4965,3387,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
436,Home Audio,Surge Protectors,"31""- 40""",5090,15,2147483647,2115,3/20/1934,test 436,26,US,4592,273,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
437,Home Audio,Digital,In-Wall Speakers,7679,15,2147483647,4905,2/25/1994,test 437,44,US,7149,3097,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
438,Cameras,Digital,"21"" - 30""",2070,15,2147483647,3168,9/2/1957,test 438,21,US,6086,846,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
439,Accessories,LCD,"21"" - 30""",7394,16,2147483647,8133,3/27/1949,test 439,6,US,652,7093,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
440,Home Audio,LCD,"41"" and above",4940,15,2147483647,4255,3/18/1911,test 440,10,US,6626,9317,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
441,Cameras,Surge Protectors,"21"" - 30""",56,15,2147483647,5942,4/19/1931,test 441,11,US,5690,220,389410223,white,7/16/2009 9:23,7/16/2009 9:23
442,Televisions,Surge Protectors,In-Wall Speakers,4293,16,2147483647,1130,8/5/1982,test 442,16,US,2336,1064,1108090371,red,7/16/2009 9:23,7/16/2009 9:23
443,Accessories,LCD,"21"" - 30""",3651,15,1936264580,5715,9/16/1918,test 443,46,US,5427,4594,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
444,Cameras,LCD,In-Wall Speakers,3696,15,2147483647,3573,1/2/1967,test 444,44,US,7915,3584,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
445,Accessories,Surge Protectors,"31""- 40""",1306,16,2147483647,2352,7/24/1959,test 445,19,US,6521,2947,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
446,Accessories,Surge Protectors,"41"" and above",48,15,951459514,3015,5/18/1980,test 446,4,US,1610,7827,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
447,Cameras,Digital,In-Wall Speakers,4401,16,2147483647,9655,4/6/1971,test 447,7,US,6565,5673,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
448,Cameras,LCD,Power speakers,1285,15,2147483647,5072,2/12/1994,test 448,19,US,1895,2605,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
449,Home Audio,Surge Protectors,Power speakers,7762,15,2147483647,121,10/23/1983,test 449,22,US,2172,4422,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
450,Televisions,Speakers,"21"" - 30""",2023,15,132516320,5356,6/7/1987,test 450,18,US,6952,8463,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
451,Televisions,LCD,"31""- 40""",4353,16,2147483647,1123,8/4/1919,test 451,19,US,9182,5764,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
452,Accessories,Digital,"41"" and above",5564,16,2147483647,9548,7/5/1969,test 452,42,US,3503,6526,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
453,Accessories,Surge Protectors,"41"" and above",9120,15,2147483647,4685,3/4/1911,test 453,41,US,1218,7133,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
454,Home Audio,LCD,Power speakers,4476,16,2147483647,5937,10/25/2001,test 454,11,US,9910,5877,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
455,Cameras,Speakers,In-Wall Speakers,6858,16,2147483647,9072,8/27/1918,test 455,35,US,6814,67,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
456,Cameras,Speakers,In-Wall Speakers,7854,15,2147483647,6298,6/10/1930,test 456,18,US,3743,7423,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
457,Televisions,Digital,"21"" - 30""",5946,16,1766635000,5790,11/23/1921,test 457,50,US,3894,8999,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
458,Accessories,Speakers,"21"" - 30""",4079,16,2147483647,5003,2/22/1965,test 458,36,US,3735,4314,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
459,Televisions,Digital,"21"" - 30""",3829,16,1328481398,2902,8/5/1966,test 459,31,US,5919,2609,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
460,Accessories,Surge Protectors,"31""- 40""",8070,16,2147483647,4936,5/13/2008,test 460,2,US,6081,6248,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
461,Accessories,Speakers,"21"" - 30""",184,16,548012386,4042,11/22/1981,test 461,34,US,5550,7444,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
462,Home Audio,Speakers,Power speakers,6020,16,2147483647,2715,3/20/1975,test 462,39,US,9506,4794,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
463,Televisions,Surge Protectors,"31""- 40""",7311,16,2147483647,2458,4/15/1994,test 463,27,US,5539,1711,491283364,blue,7/16/2009 9:23,7/16/2009 9:23
464,Televisions,Digital,"31""- 40""",544,15,2147483647,9207,10/13/1983,test 464,31,US,4252,844,252472754,white,7/16/2009 9:23,7/16/2009 9:23
465,Televisions,Digital,"31""- 40""",5115,16,246758779,2638,11/13/1935,test 465,8,US,8341,2642,2000361187,white,7/16/2009 9:23,7/16/2009 9:23
466,Home Audio,Digital,"21"" - 30""",1483,16,2147483647,8754,9/27/1967,test 466,32,US,7988,1519,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
467,Home Audio,LCD,Power speakers,4703,16,2147483647,5201,1/24/1983,test 467,23,US,8683,9910,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
468,Televisions,Surge Protectors,"31""- 40""",6456,16,682258179,362,8/7/1943,test 468,14,US,918,8290,799712595,black,7/16/2009 9:23,7/16/2009 9:23
469,Home Audio,Digital,In-Wall Speakers,3087,15,1797917100,9578,5/9/1932,test 469,12,US,9776,1077,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
470,Home Audio,Speakers,"41"" and above",1792,16,2147483647,1927,6/27/1947,test 470,19,US,7129,7789,25830356,blue,7/16/2009 9:23,7/16/2009 9:23
471,Televisions,LCD,In-Wall Speakers,6362,15,2147483647,5823,3/6/1981,test 471,20,US,7961,9250,1496189658,black,7/16/2009 9:23,7/16/2009 9:23
472,Accessories,Surge Protectors,"31""- 40""",9616,16,1015531015,2305,8/25/1988,test 472,3,US,9742,5111,22819672,red,7/16/2009 9:23,7/16/2009 9:23
473,Cameras,LCD,"41"" and above",8177,15,2147483647,2501,10/27/2001,test 473,9,US,2496,7146,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
474,Accessories,Surge Protectors,"21"" - 30""",8587,16,2147483647,4612,6/1/1924,test 474,50,US,1107,9026,1250089284,yellow,7/16/2009 9:23,7/16/2009 9:23
475,Home Audio,Digital,"41"" and above",246,16,2147483647,5939,3/5/1989,test 475,23,US,8562,3595,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
476,Cameras,Surge Protectors,Power speakers,8192,15,2147483647,9786,1/26/1963,test 476,35,US,394,4043,174177360,white,7/16/2009 9:23,7/16/2009 9:23
477,Televisions,Digital,In-Wall Speakers,9024,15,2147483647,4162,6/10/1956,test 477,7,US,7966,191,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
478,Home Audio,Digital,Power speakers,6684,16,1996043660,2432,3/17/1933,test 478,7,US,3716,1394,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
479,Cameras,LCD,"41"" and above",2610,15,2147483647,5187,9/10/1956,test 479,14,US,9288,9924,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
480,Cameras,LCD,"41"" and above",7130,15,955043783,3001,1/3/1909,test 480,50,US,7159,3024,1094603054,blue,7/16/2009 9:23,7/16/2009 9:23
481,Televisions,Surge Protectors,"31""- 40""",7070,15,2147483647,471,11/17/1932,test 481,15,US,4887,857,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
482,Home Audio,Surge Protectors,"31""- 40""",9347,15,1741377046,376,9/17/1971,test 482,9,US,4743,1960,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
483,Cameras,Speakers,"21"" - 30""",2022,16,2147483647,1486,9/7/1934,test 483,14,US,6372,8653,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
484,Home Audio,Digital,"31""- 40""",8082,16,2147483647,9138,11/25/1958,test 484,48,US,2923,1257,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
485,Cameras,LCD,In-Wall Speakers,3238,15,1761925631,723,6/13/1950,test 485,7,US,6280,6500,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
486,Cameras,LCD,In-Wall Speakers,8903,16,2147483647,2030,3/14/2002,test 486,7,US,404,8956,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
487,Accessories,Speakers,In-Wall Speakers,8535,16,2147483647,755,7/18/2002,test 487,50,US,4848,3805,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
488,Accessories,LCD,"41"" and above",8939,15,2147483647,3169,8/24/1969,test 488,50,US,7591,3011,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
489,Home Audio,Digital,In-Wall Speakers,5437,15,2147483647,3182,9/1/1917,test 489,29,US,6732,9657,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
490,Televisions,LCD,"41"" and above",6789,16,811489038,8903,3/21/1912,test 490,17,US,5821,4670,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
491,Televisions,Surge Protectors,"31""- 40""",6613,15,2147483647,7104,4/27/1915,test 491,10,US,9251,7516,1693736361,blue,7/16/2009 9:23,7/16/2009 9:23
492,Televisions,Digital,In-Wall Speakers,5976,16,2147483647,6482,3/11/1997,test 492,1,US,9090,3890,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
493,Televisions,Speakers,"41"" and above",7111,15,2147483647,3100,4/16/1909,test 493,32,US,9358,4830,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
494,Televisions,Speakers,In-Wall Speakers,7113,16,2147483647,4336,3/24/1967,test 494,14,US,4513,5356,1494664898,green,7/16/2009 9:23,7/16/2009 9:23
495,Cameras,Digital,"31""- 40""",4925,15,365142644,9855,8/12/1975,test 495,31,US,4489,5553,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
496,Televisions,Surge Protectors,"41"" and above",5972,15,2147483647,6613,4/13/1918,test 496,35,US,5260,1041,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
497,Accessories,LCD,"31""- 40""",3031,16,121632266,4627,8/25/1945,test 497,33,US,5948,3230,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
498,Accessories,Surge Protectors,"21"" - 30""",4546,15,2147483647,4827,5/18/1967,test 498,40,US,2899,803,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
